address,categories,city,country,latitude,longitude,menus.amountMax,menus.amountMin
584 Amsterdam Ave,Restaurant,New York,US,40.789205,-73.973906,11.95,11.95
584 Amsterdam Ave,Restaurant,New York,US,40.789205,-73.973906,11.95,11.95
584 Amsterdam Ave,Restaurant,New York,US,40.789205,-73.973906,10.95,10.95
584 Amsterdam Ave,Restaurant,New York,US,40.789205,-73.973906,11.95,11.95
584 Amsterdam Ave,Restaurant,New York,US,40.789205,-73.973906,12.95,12.95
600 N Colony Rd,Chinese Restaurant,Wallingford,US,41.469563,-72.81672,3.5,3.5
420 N Middletown Rd,Seafood Restaurants,Pearl River,US,41.07429,-74.01288,9.95,9.95
420 N Middletown Rd,Seafood Restaurants,Pearl River,US,41.07429,-74.01288,9.95,9.95
1325 Us Highway 206,Sushi Restaurant,Skillman,US,40.404377,-74.649414,9,9
1788 N Atherton St,Sandwich Place,State College,US,40.80853025,-77.90099013,8.6,8.6
1788 N Atherton St,Sandwich Place,State College,US,40.80853025,-77.90099013,7.5,7.5
1788 N Atherton St,Sandwich Place,State College,US,40.80853025,-77.90099013,7.95,7.95
1788 N Atherton St,Sandwich Place,State College,US,40.80853025,-77.90099013,6.25,6.25
980 Razorback Dr,Restaurants,Houghton,US,47.112873,-88.58666,6.99,6.99
2500 Moreland Rd,Restaurant,Willow Grove,US,40.140363,-75.123215,12.99,12.99
2500 Moreland Rd,Restaurant,Willow Grove,US,40.140363,-75.123215,11.49,11.49
2500 Moreland Rd,Restaurant,Willow Grove,US,40.140363,-75.123215,12.29,12.29
2500 Moreland Rd,Restaurant,Willow Grove,US,40.140363,-75.123215,10.99,10.99
2500 Moreland Rd,Restaurant,Willow Grove,US,40.140363,-75.123215,12.99,12.99
428 Springfield Ave,Restaurant,Berkeley Heights,US,40.684811,-74.438187,10,10
222 E Main St,Mexican Restaurant,Mount Kisco,US,41.20270479,-73.72645245,8.75,8.75
7625 N Union Blvd,Sports Bar,Colorado Springs,US,38.94356982,-104.7741287,13.95,13.95
7625 N Union Blvd,Sports Bar,Colorado Springs,US,38.94356982,-104.7741287,12.95,12.95
7625 N Union Blvd,Sports Bar,Colorado Springs,US,38.94356982,-104.7741287,13.95,13.95
7625 N Union Blvd,Sports Bar,Colorado Springs,US,38.94356982,-104.7741287,10.95,10.95
4144 Erie St,Bar,Willoughby,US,41.63995811,-81.40695065,7,7
3701 N E 163rd St,Restaurant,North Miami Beach,US,25.926231,-80.16354,15,15
3701 N E 163rd St,Restaurant,North Miami Beach,US,25.926231,-80.16354,16,16
4050 E 82nd St,Restaurant,Indianapolis,US,39.907755,-86.097478,16,16
4050 E 82nd St,Restaurant,Indianapolis,US,39.907755,-86.097478,12,12
283 U.S. 22,Diner,Califon,US,40.640364,-74.796613,5.49,5.49
51 Commercial Ave,Sandwich Place,New Brunswick,US,40.48803,-74.43908,5.99,5.99
26601 Aliso Creek Rd,Restaurant,Aliso Viejo,US,33.57563,-117.72453,5.99,5.99
26601 Aliso Creek Rd,Restaurant,Aliso Viejo,US,33.57563,-117.72453,3.99,3.99
26601 Aliso Creek Rd,Restaurant,Aliso Viejo,US,33.57563,-117.72453,1.55,1.55
222 And 222a Prospect W,Bagel Shop,Brooklyn,US,40.66001973,-73.980779,2.75,2.75
222 And 222a Prospect W,Bagel Shop,Brooklyn,US,40.66001973,-73.980779,100,100
3100 Lakeville Hwy,Coffee Shop,Petaluma,US,38.23448,-122.595933,6.25,6.25
3100 Lakeville Hwy,Coffee Shop,Petaluma,US,38.23448,-122.595933,8.25,8.25
3100 Lakeville Hwy,Coffee Shop,Petaluma,US,38.23448,-122.595933,6.25,6.25
9101 International Dr,Restaurant,Orlando,US,28.432958,-81.471476,5.95,5.95
9110 Selborne Ln,American Restaurant,Palmetto,US,33.5246915,-84.7358228,9,9
9110 Selborne Ln,American Restaurant,Palmetto,US,33.5246915,-84.7358228,8,8
9110 Selborne Ln,American Restaurant,Palmetto,US,33.5246915,-84.7358228,10,10
6590 Sugarloaf Pkwy,Italian Restaurant,Duluth,US,33.99702659,-84.0932849,12,12
6590 Sugarloaf Pkwy,Italian Restaurant,Duluth,US,33.99702659,-84.0932849,13,13
6590 Sugarloaf Pkwy,Italian Restaurant,Duluth,US,33.99702659,-84.0932849,13,13
6590 Sugarloaf Pkwy,Italian Restaurant,Duluth,US,33.99702659,-84.0932849,10,10
6590 Sugarloaf Pkwy,Italian Restaurant,Duluth,US,33.99702659,-84.0932849,13,13
1365 Sam Nunn Blvd,Pizza Place,Perry,US,32.46707731,-83.74068329,11.99,11.99
1365 Sam Nunn Blvd,Pizza Place,Perry,US,32.46707731,-83.74068329,3.99,3.99
1365 Sam Nunn Blvd,Pizza Place,Perry,US,32.46707731,-83.74068329,6.99,6.99
1365 Sam Nunn Blvd,Pizza Place,Perry,US,32.46707731,-83.74068329,6.99,6.99
1970 W Market St,American,Akron,US,41.113334,-81.578683,15,15
1970 W Market St,American,Akron,US,41.113334,-81.578683,15,15
1036 Volvo Pkwy,Pizza Place,Chesapeake,US,36.76948,-76.22317,17.99,14.99
1036 Volvo Pkwy,Pizza Place,Chesapeake,US,36.76948,-76.22317,2.95,2.95
1036 Volvo Pkwy,Pizza Place,Chesapeake,US,36.76948,-76.22317,7.25,7.25
1036 Volvo Pkwy,Pizza Place,Chesapeake,US,36.76948,-76.22317,0.35,0.35
1036 Volvo Pkwy,Pizza Place,Chesapeake,US,36.76948,-76.22317,19.99,19.99
21616 Hwy 410,Mexican Restaurant,Bonney Lake,US,47.1662622,-122.1412438,9.49,9.49
10 Old Clairton Rd,Chicken Restaurants,Pittsburgh,US,40.34019,-79.964893,13.49,13.49
10 Old Clairton Rd,Chicken Restaurants,Pittsburgh,US,40.34019,-79.964893,3.99,3.99
10 Old Clairton Rd,Chicken Restaurants,Pittsburgh,US,40.34019,-79.964893,3.99,3.99
10 Old Clairton Rd,Chicken Restaurants,Pittsburgh,US,40.34019,-79.964893,3.19,3.19
10 Old Clairton Rd,Chicken Restaurants,Pittsburgh,US,40.34019,-79.964893,7.99,7.99
2141 Lindau Ln,Restaurant,Minneapolis,US,44.856226,-93.241336,16,16
2141 Lindau Ln,Restaurant,Minneapolis,US,44.856226,-93.241336,18,18
2141 Lindau Ln,Restaurant,Minneapolis,US,44.856226,-93.241336,14,14
2141 Lindau Ln,Restaurant,Minneapolis,US,44.856226,-93.241336,14,14
9045 Crawfordsville Rd,Restaurant,Indianapolis,US,39.815704,-86.32256,9,9
9045 Crawfordsville Rd,Restaurant,Indianapolis,US,39.815704,-86.32256,9,9
9045 Crawfordsville Rd,Restaurant,Indianapolis,US,39.815704,-86.32256,9,9
9045 Crawfordsville Rd,Restaurant,Indianapolis,US,39.815704,-86.32256,9,9
9045 Crawfordsville Rd,Restaurant,Indianapolis,US,39.815704,-86.32256,9,9
9045 Crawfordsville Rd,Restaurant,Indianapolis,US,39.815704,-86.32256,9,9
9240 Guy R Brewer Blvd,Chicken Restaurants,Jamaica,US,40.704094,-73.79666,1,1
242 W Broadway,Mexican Restaurant,Gardner,US,42.560816,-71.989132,9.99,9.99
8605 Highway 107,Mexican Restaurant,Sherwood,US,34.83388252,-92.23210596,5.75,5.75
16607 Champion Way,Restaurants,Sandy,US,45.40385,-122.29588,10,10
16607 Champion Way,Restaurants,Sandy,US,45.40385,-122.29588,10,10
442 W Hillcrest Dr,Restaurant,Thousand Oaks,US,34.1847928,-118.8856,12.95,12.95
442 W Hillcrest Dr,Restaurant,Thousand Oaks,US,34.1847928,-118.8856,10.95,10.95
442 W Hillcrest Dr,Restaurant,Thousand Oaks,US,34.1847928,-118.8856,12.95,12.95
442 W Hillcrest Dr,Restaurant,Thousand Oaks,US,34.1847928,-118.8856,11.95,11.95
442 W Hillcrest Dr,Restaurant,Thousand Oaks,US,34.1847928,-118.8856,12.95,12.95
442 W Hillcrest Dr,Restaurant,Thousand Oaks,US,34.1847928,-118.8856,12.95,12.95
442 W Hillcrest Dr,Restaurant,Thousand Oaks,US,34.1847928,-118.8856,12.95,12.95
363 W 46th St,American Restaurants,New York,US,40.760795,-73.989928,13,13
363 W 46th St,American Restaurants,New York,US,40.760795,-73.989928,13,13
380 Route 909,Pizza Place,Verona,US,40.52745557,-79.81074983,15.95,15.95
11800 W Broad St,Pizza Place,Henrico,US,37.65667639,-77.61892303,116.99,116.99
11800 W Broad St,Pizza Place,Henrico,US,37.65667639,-77.61892303,14.59,14.59
11800 W Broad St,Pizza Place,Henrico,US,37.65667639,-77.61892303,16.29,16.29
11800 W Broad St,Pizza Place,Henrico,US,37.65667639,-77.61892303,12.49,12.49
572 2nd Ave,Italian Restaurant,Troy,US,42.77473147,-73.67688169,7.25,7.25
650 Westchester Ave,Spanish Restaurant,Bronx,US,40.81603,-73.90865,10,10
27 High St,Italian Restaurant,Clinton,US,42.416479,-71.684601,16,16
720 N Wls,Restaurant,Chicago,US,41.89544,-87.634297,12,12
720 N Wls,Restaurant,Chicago,US,41.89544,-87.634297,14,14
720 N Wls,Restaurant,Chicago,US,41.89544,-87.634297,12,12
720 N Wls,Restaurant,Chicago,US,41.89544,-87.634297,14,14
1033 Kilbery Ln,Pizza Place,North Aurora,US,41.81706968,-88.34910797,25,16
6550 Lincoln Ave,Italian Restaurant,Woodridge,US,41.76603036,-88.06817651,7.99,7.99
6550 Lincoln Ave,Italian Restaurant,Woodridge,US,41.76603036,-88.06817651,5.25,5.25
6550 Lincoln Ave,Italian Restaurant,Woodridge,US,41.76603036,-88.06817651,8.99,8.99
1545 Peachtree St N E,Italian Restaurant,Atlanta,US,33.797621,-84.388221,10,10
1545 Peachtree St N E,Italian Restaurant,Atlanta,US,33.797621,-84.388221,13,13
1000 Corporate Dr,American Restaurant,Canonsburg,US,40.298971,-80.1740109,11,11
1000 Corporate Dr,American Restaurant,Canonsburg,US,40.298971,-80.1740109,12,12
1000 Corporate Dr,American Restaurant,Canonsburg,US,40.298971,-80.1740109,11,11
1000 Corporate Dr,American Restaurant,Canonsburg,US,40.298971,-80.1740109,12,12
Harrisonburg Va,American Restaurant,Harrisonburg,US,38.43024153,-78.87654,16.99,14.99
Harrisonburg Va,American Restaurant,Harrisonburg,US,38.43024153,-78.87654,16.99,14.99
Harrisonburg Va,American Restaurant,Harrisonburg,US,38.43024153,-78.87654,16.99,13.99
Harrisonburg Va,American Restaurant,Harrisonburg,US,38.43024153,-78.87654,16.99,14.99
655 5th Ave S,Restaurant,Naples,US,26.141817,-81.79815,22,22
655 5th Ave S,Restaurant,Naples,US,26.141817,-81.79815,22,22
655 5th Ave S,Restaurant,Naples,US,26.141817,-81.79815,11.55,11.55
655 5th Ave S,Restaurant,Naples,US,26.141817,-81.79815,12.45,12.45
655 5th Ave S,Restaurant,Naples,US,26.141817,-81.79815,13.75,13.75
121 W Main St,Pizza Place,Moorestown,US,39.96295557,-74.94923864,4.25,3.75
121 W Main St,Pizza Place,Moorestown,US,39.96295557,-74.94923864,4.25,4.25
121 W Main St,Pizza Place,Moorestown,US,39.96295557,-74.94923864,3.75,3.75
121 W Main St,Pizza Place,Moorestown,US,39.96295557,-74.94923864,3.75,3.25
121 W Main St,Pizza Place,Moorestown,US,39.96295557,-74.94923864,5.75,5.75
121 W Main St,Pizza Place,Moorestown,US,39.96295557,-74.94923864,6.75,6.75
121 W Main St,Pizza Place,Moorestown,US,39.96295557,-74.94923864,9,9
161 E Bay St,bar drinks,Charleston,US,32.778485,-79.927267,9.25,9.25
161 E Bay St,bar drinks,Charleston,US,32.778485,-79.927267,9.25,9.25
161 E Bay St,bar drinks,Charleston,US,32.778485,-79.927267,10.95,10.95
161 E Bay St,bar drinks,Charleston,US,32.778485,-79.927267,12.95,12.95
161 E Bay St,bar drinks,Charleston,US,32.778485,-79.927267,12.95,12.95
161 E Bay St,bar drinks,Charleston,US,32.778485,-79.927267,14.95,14.95
1115 Culver Rd,Greek Restaurant and Diner,Rochester,US,43.16568398,-77.56333286,5.45,5.45
31243 Palos Verdes Dr W,Restaurant,Rancho Palos Verdes,US,33.749058,-118.407728,15,15
12833 Ventura Blvd,feature - Happy Hour,Studio City,US,34.145774,-118.411856,9,9
14415 Tamiami Trl,Restaurant,North Port,US,27.043706,-82.233745,7.99,7.99
14415 Tamiami Trl,Restaurant,North Port,US,27.043706,-82.233745,6.25,6.25
2136 Middle Country Rd,Pizza,Centereach,US,40.858307,-73.08756,15.05,15.05
2136 Middle Country Rd,Pizza,Centereach,US,40.858307,-73.08756,6,6
2136 Middle Country Rd,Pizza,Centereach,US,40.858307,-73.08756,14.9,9.95
2136 Middle Country Rd,Pizza,Centereach,US,40.858307,-73.08756,16.15,16.15
90 Ridge Trail Dr,Restaurant,Sedona,US,34.773736,-111.765294,15,15
8 E Main St,Chinese Restaurant,Ephrata,US,40.17871581,-76.17723331,1.3,1.3
517 Cherry Ln,American Restaurant,Roberts,US,44.97764403,-92.55706353,11.99,11.99
517 Cherry Ln,American Restaurant,Roberts,US,44.97764403,-92.55706353,13.99,8.99
6001 Destination Parkway Hilton Orlando,Restaurant,Orlando,US,28.424278,-81.458644,16,16
6001 Destination Parkway Hilton Orlando,Restaurant,Orlando,US,28.424278,-81.458644,15,15
241 E Chester Pike,wich Place,Ridley Park,US,39.87858,-75.31517,4.25,4.25
5250 Gulf Blvd,Restaurant,Saint Petersburg,US,27.725897,-82.74283,7,7
375 S W Powerhouse Dr,Pizza Place and Sandwich Place,Bend,US,44.046215,-121.315417,11,11
411 Granby St,Sushi Bars,Norfolk,US,36.851345,-76.28977,12,12
6400 Time Square Ave,French Restaurant Metro West,Orlando,US,28.508987,-81.47095,6,6
580 Forest Ave,Breakfast Spot,Plymouth,US,42.36835279,-83.47133861,4.99,4.99
267 Thames St,Restaurant,Bristol,US,41.6704999,-71.2782374,10,10
267 Thames St,Restaurant,Bristol,US,41.6704999,-71.2782374,12,12
76 Queens Folly Rd,Restaurant,Hilton Head Island,US,32.168743,-80.719748,8.99,8.99
451 Dalton Ave,Italian Restaurant,Pittsfield,US,42.46368239,-73.21488717,8.95,8.95
1730 Essington Rd,Sports & Recreation,Joliet,US,41.553273,-88.161248,1.69,1.69
1730 Essington Rd,Sports & Recreation,Joliet,US,41.553273,-88.161248,2.99,2.99
100 W College Ave,Restaurant,State College,US,40.794366,-77.861649,7.95,7.95
100 W College Ave,Restaurant,State College,US,40.794366,-77.861649,8.95,8.95
100 W College Ave,Restaurant,State College,US,40.794366,-77.861649,7.95,7.95
539 E 81st St,Restaurant,New York,US,40.772012,-73.94756,9,9
6653 S Las Vegas Blvd,Restaurant,Las Vegas,US,36.068367,-115.176159,8.95,8.95
599 Main St,Restaurant,Islip,US,40.729916,-73.212166,15,15
2605 Lawndale Dr,Restaurant,Greensboro,US,36.101983,-79.820644,15,15
2605 Lawndale Dr,Restaurant,Greensboro,US,36.101983,-79.820644,15,15
2605 Lawndale Dr,Restaurant,Greensboro,US,36.101983,-79.820644,12,12
2605 Lawndale Dr,Restaurant,Greensboro,US,36.101983,-79.820644,13,13
2605 Lawndale Dr,Restaurant,Greensboro,US,36.101983,-79.820644,10,10
2605 Lawndale Dr,Restaurant,Greensboro,US,36.101983,-79.820644,12,12
2605 Lawndale Dr,Restaurant,Greensboro,US,36.101983,-79.820644,17,17
2605 Lawndale Dr,Restaurant,Greensboro,US,36.101983,-79.820644,15,15
4109 N Prospect Rd,Pizza,Peoria Heights,US,40.73677063,-89.57437134,9.99,9.99
4109 N Prospect Rd,Pizza,Peoria Heights,US,40.73677063,-89.57437134,9,9
4109 N Prospect Rd,Pizza,Peoria Heights,US,40.73677063,-89.57437134,9,9
4109 N Prospect Rd,Pizza,Peoria Heights,US,40.73677063,-89.57437134,9.99,9.99
4109 N Prospect Rd,Pizza,Peoria Heights,US,40.73677063,-89.57437134,9.99,9.99
4109 N Prospect Rd,Pizza,Peoria Heights,US,40.73677063,-89.57437134,9,9
4109 N Prospect Rd,Pizza,Peoria Heights,US,40.73677063,-89.57437134,9.5,9.5
4109 N Prospect Rd,Pizza,Peoria Heights,US,40.73677063,-89.57437134,8,8
4109 N Prospect Rd,Pizza,Peoria Heights,US,40.73677063,-89.57437134,9,9
4109 N Prospect Rd,Pizza,Peoria Heights,US,40.73677063,-89.57437134,8,8
4109 N Prospect Rd,Pizza,Peoria Heights,US,40.73677063,-89.57437134,9.99,9.99
4109 N Prospect Rd,Pizza,Peoria Heights,US,40.73677063,-89.57437134,9,9
4109 N Prospect Rd,Pizza,Peoria Heights,US,40.73677063,-89.57437134,7.99,7.99
4109 N Prospect Rd,Pizza,Peoria Heights,US,40.73677063,-89.57437134,9.99,9.99
4109 N Prospect Rd,Pizza,Peoria Heights,US,40.73677063,-89.57437134,9.5,9.5
4109 N Prospect Rd,Pizza,Peoria Heights,US,40.73677063,-89.57437134,8.5,8.5
2700 E Bidwell St,Italian Restaurant,Folsom,US,38.65681171,-121.1253405,17,17
2700 E Bidwell St,Italian Restaurant,Folsom,US,38.65681171,-121.1253405,19,19
524 Mastic Rd,wich Place,Mastic Beach,US,40.78184351,-72.84762752,4.9,4.9
9730 State Ave,Restaurant,Marysville,US,48.0839,-122.173,5.99,5.99
20 Paseo Dr,Restaurant,Rockville,US,39.043122,-77.112226,8.95,8.95
7 Backus Ave,Restaurant,Danbury,US,41.381317,-73.478368,8.95,8.95
8701 Keystone Xing,Restaurants,Indianapolis,US,39.760594,-86.121101,12.95,12.95
8701 Keystone Xing,Restaurants,Indianapolis,US,39.760594,-86.121101,10.95,10.95
8701 Keystone Xing,Restaurants,Indianapolis,US,39.760594,-86.121101,12.95,12.95
8701 Keystone Xing,Restaurants,Indianapolis,US,39.760594,-86.121101,11.95,11.95
8701 Keystone Xing,Restaurants,Indianapolis,US,39.760594,-86.121101,12.95,12.95
8701 Keystone Xing,Restaurants,Indianapolis,US,39.760594,-86.121101,12.95,12.95
8701 Keystone Xing,Restaurants,Indianapolis,US,39.760594,-86.121101,12.95,12.95
1552 Bergen Pkwy,Restaurant,Evergreen,US,39.68699,-105.36119,10,10
2359 Bittersweet Rd,Hotel,Lake Ozark,US,38.20577,-92.74798,7,7
500 S Rt 73 10,Restaurant,Marlton,US,39.878701,-74.920274,8.95,8.95
15 S Broadway,Italian Restaurant,Edmond,US,35.65473983,-97.48166731,8.49,8.49
15 S Broadway,Italian Restaurant,Edmond,US,35.65473983,-97.48166731,20,10
400 S Orlando Ave,Restaurant,Maitland,US,28.624522,-81.363427,15.95,15.95
400 S Orlando Ave,Restaurant,Maitland,US,28.624522,-81.363427,9.49,9.49
1576 3rd Ave,American Restaurant,New York,US,40.780403,-73.952835,12.95,12.95
3993 Easton Sta,Restaurant,Columbus,US,40.049619,-82.915542,8.95,8.95
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,19.85,11.45
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,20.5,20.5
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,17.75,17.75
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,11.95,11.95
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,19.85,11.45
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,20.5,20.5
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,17.75,17.75
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,11.95,11.95
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,19.85,11.45
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,20.5,20.5
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,17.75,17.75
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,11.95,11.95
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,19.85,11.45
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,20.5,20.5
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,17.75,17.75
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,11.95,11.95
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,19.85,11.45
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,20.5,20.5
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,17.75,17.75
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,11.95,11.95
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,19.85,11.45
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,20.5,20.5
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,17.75,17.75
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,11.95,11.95
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,18.25,10.25
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,18.5,18.5
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,16,16
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,10.5,10.5
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,19.95,19.95
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,16.75,16.75
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,10.95,10.95
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,19.85,11.45
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,20.5,20.5
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,17.75,17.75
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,11.95,11.95
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,19.85,11.45
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,20.5,20.5
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,17.75,17.75
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,11.95,11.95
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,19.85,11.45
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,20.5,20.5
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,17.75,17.75
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,11.95,11.95
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,19.85,11.45
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,20.5,20.5
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,17.75,17.75
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,11.95,11.95
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,19.85,11.45
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,20.5,20.5
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,17.75,17.75
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,11.95,11.95
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,14.7,8.7
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,15,15
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,12.5,12.5
35 S Main St,American Restaurant,East Granby,US,41.940498,-72.72767,9,9
1176 Roanoke Rd,Restaurants,Daleville,US,37.40180208,-79.91159872,7.5,7.5
1176 Roanoke Rd,Restaurants,Daleville,US,37.40180208,-79.91159872,2,2
1176 Roanoke Rd,Restaurants,Daleville,US,37.40180208,-79.91159872,14.99,14.99
1176 Roanoke Rd,Restaurants,Daleville,US,37.40180208,-79.91159872,13.5,13.5
263 Grand Ave,Restaurant,Falmouth,US,41.54532139,-70.59689987,1.5,1.5
263 Grand Ave,Restaurant,Falmouth,US,41.54532139,-70.59689987,2.5,2.5
20420 Haggerty Rd,Pizza Place,Northville,US,42.43673068,-83.43467653,11.99,11.99
20420 Haggerty Rd,Pizza Place,Northville,US,42.43673068,-83.43467653,7.5,7.5
20420 Haggerty Rd,Pizza Place,Northville,US,42.43673068,-83.43467653,7.99,7.99
20420 Haggerty Rd,Pizza Place,Northville,US,42.43673068,-83.43467653,16.99,11.99
20420 Haggerty Rd,Pizza Place,Northville,US,42.43673068,-83.43467653,16.99,11.99
20420 Haggerty Rd,Pizza Place,Northville,US,42.43673068,-83.43467653,16.99,11.99
20420 Haggerty Rd,Pizza Place,Northville,US,42.43673068,-83.43467653,7.99,7.99
1100 N Shore Dr,Italian Restaurant,Detroit Lakes,US,46.80666899,-95.81953526,12,12
1100 N Shore Dr,Italian Restaurant,Detroit Lakes,US,46.80666899,-95.81953526,7,7
1100 N Shore Dr,Italian Restaurant,Detroit Lakes,US,46.80666899,-95.81953526,20,16
4400 Ashford Dunwoody Rd,Restaurant,Atlanta,US,33.923769,-84.338113,5.95,5.95
777 Casino Dr,Restaurant,Cherokee,US,35.469494,-83.29855,8.95,8.95
15764 S Bell Rd,Pizza Place,Homer Glen,US,41.60302,-87.9303734,9,9
1620 E Riverside Dr,Sports Bar Riverside,Austin,US,30.24507289,-97.73014784,10,10
1620 E Riverside Dr,Sports Bar Riverside,Austin,US,30.24507289,-97.73014784,10,10
42 W 35th St,American Restaurant Koreatown,New York,US,40.7498516,-73.9862152,15,12
42 W 35th St,American Restaurant Koreatown,New York,US,40.7498516,-73.9862152,15,12
42 W 35th St,American Restaurant Koreatown,New York,US,40.7498516,-73.9862152,15,12
444 Railroad Ave,Italian Restaurant,Pittsburg,US,38.03224332,-121.8839358,6,6
444 Railroad Ave,Italian Restaurant,Pittsburg,US,38.03224332,-121.8839358,7,7
201 Whitehaven Rd,Restaurant,Grand Island,US,43.023,-78.898651,11,11
201 Whitehaven Rd,Restaurant,Grand Island,US,43.023,-78.898651,10,10
201 Whitehaven Rd,Restaurant,Grand Island,US,43.023,-78.898651,11,11
3118 Pricetown Rd,American Restaurant,Fleetwood,US,40.4004445,-75.8599789,6.95,6.95
2061 W Galena Ave,Diner and Burger Joint,Freeport,US,42.30408815,-89.6527068,4.95,4.95
6710 Cahill Ave,American Restaurant,Inver Grove Heights,US,44.852216,-93.043867,12.95,12.95
6710 Cahill Ave,American Restaurant,Inver Grove Heights,US,44.852216,-93.043867,13.95,13.95
6710 Cahill Ave,American Restaurant,Inver Grove Heights,US,44.852216,-93.043867,13.95,13.95
6710 Cahill Ave,American Restaurant,Inver Grove Heights,US,44.852216,-93.043867,12.95,12.95
6710 Cahill Ave,American Restaurant,Inver Grove Heights,US,44.852216,-93.043867,12.95,12.95
1407 E Main St,Pizza Place,Cherryville,US,35.3848068,-81.361131,20.99,20.99
1407 E Main St,Pizza Place,Cherryville,US,35.3848068,-81.361131,12,12
1407 E Main St,Pizza Place,Cherryville,US,35.3848068,-81.361131,21,21
1114 N State Road 7,Pizza Place,Broward County,US,26.02005359,-80.2082473,4.95,4.95
791 Us 1,Pizza Place,Yarmouth,US,43.80368596,-70.17718792,7.9,7.9
791 Us 1,Pizza Place,Yarmouth,US,43.80368596,-70.17718792,2.99,2.99
7102 Woodlawn Ave N E,Restaurant,Seattle,US,47.679895,-122.324532,7,7
8251 W Union Hills Dr,Take Out Restaurants,Glendale,US,33.65271,-112.23447,20.99,20.99
8251 W Union Hills Dr,Take Out Restaurants,Glendale,US,33.65271,-112.23447,12,12
8251 W Union Hills Dr,Take Out Restaurants,Glendale,US,33.65271,-112.23447,21,21
3413 W 7th St,Restaurant,Fort Worth,US,32.751249,-97.366614,11,11
3413 W 7th St,Restaurant,Fort Worth,US,32.751249,-97.366614,9,9
3413 W 7th St,Restaurant,Fort Worth,US,32.751249,-97.366614,16,16
3413 W 7th St,Restaurant,Fort Worth,US,32.751249,-97.366614,16,16
3413 W 7th St,Restaurant,Fort Worth,US,32.751249,-97.366614,16,16
3413 W 7th St,Restaurant,Fort Worth,US,32.751249,-97.366614,16,16
3413 W 7th St,Restaurant,Fort Worth,US,32.751249,-97.366614,16,16
1000 Mall Of San Juan Blvd,Restaurant,San Juan,US,18.411826,-66.024871,8.95,8.95
